date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-04-10,RS,Sarandi,city,1,0,False,24489,4320107,4.08347,
2020-04-10,RS,Serafina Corrêa,city,5,0,False,17502,4320404,28.56816,
2020-04-10,RS,Tabaí,city,4,0,False,4719,4320859,84.76372,
2020-04-10,RS,Taquara,city,1,0,False,57466,4321204,1.74016,
2020-04-10,RS,Taquari,city,4,0,False,26862,4321303,14.89092,
2020-04-10,RS,Torres,city,9,0,False,38732,4321501,23.2366,
2020-04-10,RS,Tramandaí,city,1,0,False,51715,4321600,1.93367,
2020-04-10,RS,Tupandi,city,1,0,False,4855,4322251,20.59732,
2020-04-10,RS,Uruguaiana,city,3,0,False,126970,4322400,2.36276,
2020-04-10,RS,Vacaria,city,1,0,False,66218,4322509,1.51016,
2020-04-10,RS,Viamão,city,8,0,False,255224,4323002,3.1345,
2020-04-10,RS,Vila Maria,city,1,0,False,4358,4323408,22.94631,
2020-04-10,RS,,state,640,15,False,11377239,43,5.62527,0.0234
2020-04-10,SC,Águas Mornas,city,1,0,False,6469,4200606,15.45834,
2020-04-10,SC,Anita Garibaldi,city,1,0,False,7133,4201000,14.01935,
2020-04-10,SC,Antônio Carlos,city,11,2,False,8513,4201208,129.21414,0.1818
2020-04-10,SC,Araranguá,city,4,0,False,68228,4201406,5.8627,
2020-04-10,SC,Aurora,city,1,0,False,5679,4201901,17.60873,
2020-04-10,SC,Balneário Arroio do Silva,city,2,0,False,13071,4201950,15.30105,
2020-04-10,SC,Balneário Camboriú,city,51,0,False,142295,4202008,35.84103,
2020-04-10,SC,Balneário Gaivota,city,2,1,False,10979,4202073,18.2166,0.5
2020-04-10,SC,Balneário Piçarras,city,1,0,False,23147,4212809,4.32021,
2020-04-10,SC,Barra Velha,city,1,0,False,29168,4202107,3.42841,
2020-04-10,SC,Biguaçu,city,2,0,False,68481,4202305,2.92052,
2020-04-10,SC,Blumenau,city,61,0,False,357199,4202404,17.07732,
2020-04-10,SC,Botuverá,city,3,0,False,5246,4202701,57.18643,
2020-04-10,SC,Braço do Norte,city,25,0,False,33450,4202800,74.73842,
2020-04-10,SC,Brusque,city,16,0,False,134723,4202909,11.87622,
2020-04-10,SC,Caçador,city,2,0,False,78595,4203006,2.54469,
2020-04-10,SC,Camboriú,city,24,0,False,82989,4203204,28.9195,
2020-04-10,SC,Canelinha,city,1,0,False,12240,4203709,8.16993,
2020-04-10,SC,Chapecó,city,6,0,False,220367,4204202,2.72273,
2020-04-10,SC,Cocal do Sul,city,1,0,False,16684,4204251,5.99377,
2020-04-10,SC,Criciúma,city,37,3,False,215186,4204608,17.19443,0.0811
2020-04-10,SC,Florianópolis,city,167,3,False,500973,4205407,33.33513,0.018
2020-04-10,SC,Forquilhinha,city,1,0,False,26793,4205456,3.73232,
2020-04-10,SC,Garopaba,city,1,0,False,23078,4205704,4.33313,
2020-04-10,SC,Gaspar,city,5,1,False,69639,4205902,7.17988,0.2
2020-04-10,SC,Governador Celso Ramos,city,3,0,False,14471,4206009,20.73112,
2020-04-10,SC,Gravatal,city,7,0,False,11501,4206207,60.86427,
2020-04-10,SC,Guabiruba,city,1,0,False,23832,4206306,4.19604,
2020-04-10,SC,Guaramirim,city,1,0,False,44819,4206504,2.2312,
2020-04-10,SC,Içara,city,7,0,False,56421,4207007,12.40673,
2020-04-10,SC,Imbituba,city,9,0,False,44853,4207304,20.06555,
2020-04-10,SC,Importados/Indefinidos,city,8,0,False,,,,
2020-04-10,SC,Indaial,city,2,0,False,69425,4207502,2.88081,
2020-04-10,SC,Irati,city,1,0,False,1930,4207858,51.81347,
2020-04-10,SC,Itajaí,city,36,1,False,219536,4208203,16.39822,0.0278
2020-04-10,SC,Itapema,city,7,0,False,65312,4208302,10.71779,
2020-04-10,SC,Itapiranga,city,1,0,False,16872,4208401,5.92698,
2020-04-10,SC,Jaguaruna,city,3,0,False,20024,4208807,14.98202,
2020-04-10,SC,Jaraguá do Sul,city,10,0,False,177697,4208906,5.62756,
2020-04-10,SC,Joaçaba,city,1,0,False,30118,4209003,3.32027,
2020-04-10,SC,Joinville,city,51,1,False,590466,4209102,8.63725,0.0196
2020-04-10,SC,Lages,city,8,0,False,157544,4209300,5.07795,
2020-04-10,SC,Laguna,city,4,0,False,45814,4209409,8.73096,
2020-04-10,SC,Mafra,city,1,0,False,56292,4210100,1.77645,
2020-04-10,SC,Massaranduba,city,1,1,False,16916,4210605,5.91156,1.0
2020-04-10,SC,Morro da Fumaça,city,2,0,False,17796,4211207,11.23848,
2020-04-10,SC,Navegantes,city,5,0,False,81475,4211306,6.13685,
2020-04-10,SC,Nova Trento,city,1,0,False,14549,4211504,6.87332,
2020-04-10,SC,Orleans,city,1,0,False,22912,4211702,4.36453,
2020-04-10,SC,Palhoça,city,6,1,False,171797,4211900,3.49249,0.1667
2020-04-10,SC,Papanduva,city,2,0,False,19320,4212205,10.35197,
2020-04-10,SC,Paulo Lopes,city,1,0,False,7494,4212304,13.34401,
2020-04-10,SC,Pedras Grandes,city,2,1,False,3976,4212403,50.30181,0.5
2020-04-10,SC,Pescaria Brava,city,1,0,False,10091,4212650,9.90982,
2020-04-10,SC,Pomerode,city,1,0,False,33447,4213203,2.9898,
2020-04-10,SC,Porto Belo,city,5,1,False,21388,4213500,23.37759,0.2
2020-04-10,SC,Rancho Queimado,city,2,0,False,2878,4214300,69.4927,
2020-04-10,SC,Rio Negrinho,city,1,0,False,42302,4215000,2.36395,
2020-04-10,SC,Rio Rufino,city,1,0,False,2483,4215059,40.27386,
2020-04-10,SC,Sangão,city,1,0,False,12678,4215455,7.88768,
2020-04-10,SC,Santa Rosa de Lima,city,2,0,False,2142,4215604,93.37068,
2020-04-10,SC,Santo Amaro da Imperatriz,city,1,0,False,23245,4215703,4.302,
2020-04-10,SC,São Bento do Sul,city,1,0,False,84507,4215802,1.18333,
2020-04-10,SC,São Domingos,city,3,0,False,9445,4216107,31.76284,
2020-04-10,SC,São Francisco do Sul,city,2,0,False,52721,4216206,3.79355,
2020-04-10,SC,São José,city,25,0,False,246586,4216602,10.13845,
2020-04-10,SC,São Lourenço do Oeste,city,2,0,False,24076,4216909,8.30703,
2020-04-10,SC,São Ludgero,city,6,1,False,13410,4217006,44.74273,0.1667
2020-04-10,SC,São Pedro de Alcântara,city,1,0,False,5823,4217253,17.17328,
2020-04-10,SC,Schroeder,city,1,0,False,21365,4217402,4.68055,
2020-04-10,SC,Siderópolis,city,5,0,False,14007,4217600,35.69644,
2020-04-10,SC,Sombrio,city,6,0,False,30374,4217709,19.75374,
2020-04-10,SC,Tangará,city,1,0,False,8676,4217907,11.52605,
2020-04-10,SC,Tijucas,city,3,0,False,38407,4218004,7.81108,
2020-04-10,SC,Timbé do Sul,city,1,0,False,5348,4218103,18.69858,
2020-04-10,SC,Timbó,city,1,0,False,44238,4218202,2.2605,
2020-04-10,SC,Tubarão,city,30,1,False,105686,4218707,28.38597,0.0333
2020-04-10,SC,Urussanga,city,3,0,False,21268,4219002,14.1057,
2020-04-10,SC,Vidal Ramos,city,1,0,False,6338,4219200,15.77785,
2020-04-10,SC,Videira,city,1,0,False,53065,4219309,1.88448,
2020-04-10,SC,,state,717,18,False,7164788,42,10.00727,0.0251
2020-04-10,SE,Aracaju,city,33,4,False,657013,2800308,5.02273,0.1212
2020-04-10,SE,Capela,city,1,0,False,34213,2801306,2.92287,
2020-04-10,SE,Itabaiana,city,1,0,False,95427,2802908,1.04792,
2020-04-10,SE,Nossa Senhora da Glória,city,2,0,False,36924,2804508,5.41653,
2020-04-10,SE,Pacatuba,city,2,0,False,14428,2804904,13.86194,
2020-04-10,SE,Propriá,city,2,0,False,29626,2805703,6.75083,
2020-04-10,SE,Simão Dias,city,1,0,False,40484,2807105,2.47011,
2020-04-10,SE,,state,42,4,False,2298696,28,1.82712,0.0952
2020-04-10,SP,Adamantina,city,0,0,False,35068,3500105,,
2020-04-10,SP,Águas de Lindóia,city,1,1,False,18705,3500501,5.34616,1.0
2020-04-10,SP,Águas de São Pedro,city,1,0,False,3451,3500600,28.97711,
2020-04-10,SP,Agudos,city,1,1,False,37214,3500709,2.68716,1.0
2020-04-10,SP,Americana,city,3,2,False,239597,3501608,1.2521,0.6667
2020-04-10,SP,Araçatuba,city,15,0,False,197016,3502804,7.61359,
2020-04-10,SP,Araçoiaba da Serra,city,1,0,False,34146,3502903,2.9286,
2020-04-10,SP,Araraquara,city,7,1,False,236072,3503208,2.9652,0.1429
2020-04-10,SP,Araras,city,3,0,False,134236,3503307,2.23487,
2020-04-10,SP,Artur Nogueira,city,1,0,False,54408,3503802,1.83797,
2020-04-10,SP,Arujá,city,10,1,False,89824,3503901,11.13288,0.1
2020-04-10,SP,Assis,city,4,1,False,104386,3504008,3.83193,0.25
2020-04-10,SP,Atibaia,city,13,0,False,142761,3504107,9.10613,
2020-04-10,SP,Avaré,city,3,0,False,90655,3504503,3.30925,
2020-04-10,SP,Bady Bassitt,city,1,0,False,17502,3504602,5.71363,
2020-04-10,SP,Barra do Turvo,city,1,0,False,7659,3505401,13.05653,
2020-04-10,SP,Barretos,city,4,0,False,122098,3505500,3.27606,
2020-04-10,SP,Barueri,city,44,2,False,274182,3505708,16.04773,0.0455
2020-04-10,SP,Batatais,city,1,0,False,62508,3505906,1.5998,
2020-04-10,SP,Bauru,city,11,1,False,376818,3506003,2.91918,0.0909
2020-04-10,SP,Bebedouro,city,2,0,False,77496,3506102,2.58078,
2020-04-10,SP,Birigui,city,2,0,False,123638,3506508,1.61763,
2020-04-10,SP,Boituva,city,4,0,False,60997,3507001,6.5577,
2020-04-10,SP,Botucatu,city,15,1,False,146497,3507506,10.23912,0.0667
2020-04-10,SP,Bragança Paulista,city,26,4,False,168668,3507605,15.4149,0.1538
2020-04-10,SP,Brodowski,city,2,0,False,24939,3507803,8.01957,
2020-04-10,SP,Caçapava,city,3,0,False,94263,3508504,3.18258,
2020-04-10,SP,Cachoeira Paulista,city,1,0,False,33327,3508603,3.00057,
2020-04-10,SP,Caieiras,city,32,4,False,101470,3509007,31.53641,0.125
2020-04-10,SP,Cajamar,city,5,1,False,76801,3509205,6.51033,0.2
2020-04-10,SP,Campinas,city,100,5,False,1204073,3509502,8.30514,0.05
2020-04-10,SP,Caraguatatuba,city,2,1,False,121532,3510500,1.64566,0.5
2020-04-10,SP,Carapicuíba,city,29,2,False,400927,3510609,7.23324,0.069
2020-04-10,SP,Catanduva,city,3,2,False,121862,3511102,2.4618,0.6667
2020-04-10,SP,Cedral,city,1,0,False,9237,3511300,10.82603,
2020-04-10,SP,Cotia,city,53,3,False,249210,3513009,21.2672,0.0566
2020-04-10,SP,Cravinhos,city,2,1,False,35292,3513108,5.66701,0.5
2020-04-10,SP,Cubatão,city,2,0,False,130705,3513504,1.53016,
2020-04-10,SP,Diadema,city,59,1,False,423884,3513801,13.9189,0.0169
2020-04-10,SP,Dracena,city,1,1,False,46793,3514403,2.13707,1.0
2020-04-10,SP,Eldorado,city,1,0,False,15494,3514809,6.45411,
2020-04-10,SP,Embu das Artes,city,33,2,False,273726,3515004,12.05585,0.0606
2020-04-10,SP,Embu-Guaçu,city,4,0,False,69385,3515103,5.76493,
2020-04-10,SP,Ferraz de Vasconcelos,city,35,0,False,194276,3515707,18.01561,
2020-04-10,SP,Franca,city,2,0,False,353187,3516200,0.56627,
2020-04-10,SP,Francisco Morato,city,12,1,False,175844,3516309,6.82423,0.0833
2020-04-10,SP,Franco da Rocha,city,18,1,False,154489,3516408,11.65131,0.0556
2020-04-10,SP,Guararapes,city,3,0,False,32939,3518206,9.10774,
2020-04-10,SP,Guararema,city,2,0,False,29798,3518305,6.71186,
2020-04-10,SP,Guaratinguetá,city,1,0,False,121798,3518404,0.82103,
2020-04-10,SP,Guarujá,city,7,0,False,320459,3518701,2.18437,
2020-04-10,SP,Guarulhos,city,178,16,False,1379182,3518800,12.9062,0.0899
2020-04-10,SP,Hortolândia,city,2,0,False,230851,3519071,0.86636,
2020-04-10,SP,Ibiúna,city,1,0,False,78878,3519709,1.26778,
2020-04-10,SP,Ilhabela,city,1,0,False,34970,3520400,2.85959,
2020-04-10,SP,Ilha Comprida,city,9,0,False,11166,3520426,80.60183,
2020-04-10,SP,Importados/Indefinidos,city,93,0,False,,,,
2020-04-10,SP,Indaiatuba,city,3,0,False,251627,3520509,1.19224,
2020-04-10,SP,Iracemápolis,city,1,0,False,24235,3521408,4.12626,
2020-04-10,SP,Itanhaém,city,2,0,False,101816,3522109,1.96433,
2020-04-10,SP,Itapecerica da Serra,city,26,1,False,175693,3522208,14.79854,0.0385
2020-04-10,SP,Itapetininga,city,3,1,False,163901,3522307,1.83037,0.3333
2020-04-10,SP,Itapeva,city,1,0,False,94354,3522406,1.05984,
2020-04-10,SP,Itapevi,city,17,4,False,237700,3522505,7.15187,0.2353
2020-04-10,SP,Itapira,city,1,0,False,74773,3522604,1.33738,
2020-04-10,SP,Itaquaquecetuba,city,24,0,False,370821,3523107,6.47213,
2020-04-10,SP,Itararé,city,1,0,False,50503,3523206,1.98008,
2020-04-10,SP,Itatiba,city,1,1,False,120858,3523404,0.82742,1.0
2020-04-10,SP,Itatinga,city,1,0,False,20697,3523503,4.83162,
2020-04-10,SP,Itu,city,2,0,False,173939,3523909,1.14983,
2020-04-10,SP,Itupeva,city,1,0,False,61252,3524006,1.6326,
2020-04-10,SP,Jaboticabal,city,5,2,False,77263,3524303,6.4714,0.4
2020-04-10,SP,Jacareí,city,1,0,False,233662,3524402,0.42797,
2020-04-10,SP,Jaci,city,1,0,False,7067,3524501,14.15028,
2020-04-10,SP,Jaguariúna,city,1,0,False,57488,3524709,1.73949,
2020-04-10,SP,Jales,city,1,0,False,49107,3524808,2.03637,
2020-04-10,SP,Jandira,city,3,0,False,124937,3525003,2.40121,
2020-04-10,SP,Jaú,city,1,0,False,150252,3525300,0.66555,
2020-04-10,SP,Joanópolis,city,1,0,False,13220,3525508,7.5643,
2020-04-10,SP,José Bonifácio,city,2,0,False,37015,3525706,5.40321,
2020-04-10,SP,Jundiaí,city,12,1,False,418962,3525904,2.86422,0.0833
2020-04-10,SP,Laranjal Paulista,city,2,1,False,28516,3526407,7.01361,0.5
2020-04-10,SP,Lençóis Paulista,city,3,0,False,68432,3526803,4.38391,
2020-04-10,SP,Limeira,city,4,0,False,306114,3526902,1.3067,
2020-04-10,SP,Louveira,city,1,0,False,48885,3527306,2.04562,
2020-04-10,SP,Mairiporã,city,7,2,False,100179,3528502,6.98749,0.2857
2020-04-10,SP,Marília,city,4,0,False,238882,3529005,1.67447,
2020-04-10,SP,Matão,city,2,0,False,83170,3529302,2.40471,
2020-04-10,SP,Mauá,city,42,0,False,472912,3529401,8.88114,
2020-04-10,SP,Mirassol,city,4,0,False,59824,3530300,6.68628,
2020-04-10,SP,Mococa,city,2,1,False,68885,3530508,2.90339,0.5
2020-04-10,SP,Mogi das Cruzes,city,50,2,False,445842,3530607,11.21474,0.04
2020-04-10,SP,Mogi Guaçu,city,4,1,False,151888,3530706,2.63352,0.25
2020-04-10,SP,Monte Alto,city,3,0,False,50498,3531308,5.94083,
2020-04-10,SP,Nova Odessa,city,1,1,False,60174,3533403,1.66185,1.0
2020-04-10,SP,Olímpia,city,2,0,False,54772,3533908,3.6515,
2020-04-10,SP,Orlândia,city,2,0,False,44028,3534302,4.54256,
2020-04-10,SP,Osasco,city,121,8,False,698418,3534401,17.32487,0.0661
2020-04-10,SP,Ourinhos,city,1,0,False,113542,3534708,0.88073,
2020-04-10,SP,Pariquera-Açu,city,2,0,False,19648,3536208,10.17915,
2020-04-10,SP,Paulínia,city,5,0,False,109424,3536505,4.56938,
2020-04-10,SP,Pedra Bela,city,1,0,False,6093,3536802,16.41228,
2020-04-10,SP,Penápolis,city,1,1,False,63407,3537305,1.57711,1.0
2020-04-10,SP,Peruíbe,city,3,0,False,68284,3537602,4.39342,
2020-04-10,SP,Pindamonhangaba,city,1,0,False,168328,3538006,0.59408,
2020-04-10,SP,Pindorama,city,1,0,False,17049,3538105,5.86545,
2020-04-10,SP,Piracicaba,city,12,0,False,404142,3538709,2.96925,
2020-04-10,SP,Pirajuí,city,1,0,False,25492,3538907,3.9228,
2020-04-10,SP,Poá,city,9,1,False,117452,3539806,7.6627,0.1111
2020-04-10,SP,Porto Feliz,city,0,0,False,53098,3540606,,
2020-04-10,SP,Porto Ferreira,city,2,1,False,56150,3540705,3.56189,0.5
2020-04-10,SP,Praia Grande,city,14,1,False,325073,3541000,4.30672,0.0714
2020-04-10,SP,Presidente Prudente,city,3,2,False,228743,3541406,1.31152,0.6667
2020-04-10,SP,Presidente Venceslau,city,4,2,False,39516,3541505,10.12248,0.5
2020-04-10,SP,Promissão,city,1,0,False,40432,3541604,2.47329,
2020-04-10,SP,Ribeirão Pires,city,15,0,False,123393,3543303,12.15628,
2020-04-10,SP,Ribeirão Preto,city,36,4,False,703293,3543402,5.11878,0.1111
2020-04-10,SP,Rio Claro,city,3,1,False,206424,3543907,1.45332,0.3333
2020-04-10,SP,Rio Grande da Serra,city,4,0,False,50846,3544103,7.86689,
2020-04-10,SP,Salto,city,3,0,False,118663,3545209,2.52817,
2020-04-10,SP,Salto de Pirapora,city,2,0,False,45422,3545308,4.40315,
2020-04-10,SP,Santa Bárbara d'Oeste,city,1,0,False,193475,3545803,0.51686,
2020-04-10,SP,Santa Branca,city,2,1,False,14788,3546009,13.52448,0.5
2020-04-10,SP,Santa Cruz do Rio Pardo,city,2,0,False,47673,3546405,4.19525,
2020-04-10,SP,Santa Isabel,city,1,0,False,57386,3546801,1.74259,
2020-04-10,SP,Santana de Parnaíba,city,32,0,False,139447,3547304,22.94779,
2020-04-10,SP,Santo André,city,139,3,False,718773,3547809,19.33851,0.0216
2020-04-10,SP,Santos,city,144,5,False,433311,3548500,33.23248,0.0347
2020-04-10,SP,São Bernardo do Campo,city,174,9,False,838936,3548708,20.74056,0.0517
2020-04-10,SP,São Caetano do Sul,city,62,1,False,161127,3548807,38.47896,0.0161
2020-04-10,SP,São Carlos,city,4,2,False,251983,3548906,1.58741,0.5
2020-04-10,SP,São João da Boa Vista,city,1,0,False,91211,3549102,1.09636,
2020-04-10,SP,São José do Rio Pardo,city,1,0,False,54946,3549706,1.81997,
2020-04-10,SP,São José do Rio Preto,city,41,1,False,460671,3549805,8.90006,0.0244
2020-04-10,SP,São José dos Campos,city,85,1,False,721944,3549904,11.77377,0.0118
2020-04-10,SP,São Manuel,city,3,1,False,40954,3550100,7.32529,0.3333
2020-04-10,SP,São Miguel Arcanjo,city,1,0,False,32931,3550209,3.03665,
2020-04-10,SP,São Paulo,city,5982,409,False,12252023,3550308,48.82459,0.0684
2020-04-10,SP,São Pedro,city,1,0,False,35653,3550407,2.80481,
2020-04-10,SP,São Roque,city,3,0,False,91016,3550605,3.29612,
2020-04-10,SP,São Sebastião,city,4,1,False,88980,3550704,4.49539,0.25
2020-04-10,SP,São Vicente,city,14,0,False,365798,3551009,3.82725,
2020-04-10,SP,Sertãozinho,city,2,0,False,125815,3551702,1.58964,
2020-04-10,SP,Sorocaba,city,18,2,False,679378,3552205,2.64948,0.1111
2020-04-10,SP,Sumaré,city,2,0,False,282441,3552403,0.70811,
2020-04-10,SP,Suzano,city,30,1,False,297637,3552502,10.07939,0.0333
2020-04-10,SP,Taboão da Serra,city,72,5,False,289664,3552809,24.85639,0.0694
2020-04-10,SP,Tanabi,city,1,0,False,25967,3553401,3.85104,
2020-04-10,SP,Tatuí,city,4,0,False,121766,3554003,3.28499,
2020-04-10,SP,Taubaté,city,6,0,False,314924,3554102,1.90522,
2020-04-10,SP,Terra Roxa,city,1,0,False,9370,3554409,10.67236,
2020-04-10,SP,Tupã,city,1,0,False,65524,3555000,1.52616,
2020-04-10,SP,Valinhos,city,4,0,False,129193,3556206,3.09614,
2020-04-10,SP,Vargem Grande Paulista,city,5,3,False,52597,3556453,9.50625,0.6
2020-04-10,SP,Vinhedo,city,7,0,False,78728,3556701,8.89137,
2020-04-10,SP,Votorantim,city,2,0,False,122480,3557006,1.63292,
2020-04-10,SP,Votuporanga,city,3,0,False,94547,3557105,3.17303,
2020-04-10,SP,,state,8216,540,False,45919049,35,17.89236,0.0657
2020-04-10,TO,Araguaína,city,6,0,False,180470,1702109,3.32465,
2020-04-10,TO,Dianópolis,city,1,0,False,22139,1707009,4.51692,
2020-04-10,TO,Gurupi,city,1,0,False,86647,1709500,1.15411,
2020-04-10,TO,Palmas,city,15,0,False,299127,1721000,5.01459,
2020-04-10,TO,,state,23,0,False,1572866,17,1.4623,
2020-04-09,AC,Acrelândia,city,9,0,False,15256,1200013,58.99318,
2020-04-09,AC,Bujari,city,1,0,False,10266,1200138,9.74089,
2020-04-09,AC,Plácido de Castro,city,3,0,False,19761,1200385,15.18142,
2020-04-09,AC,Porto Acre,city,1,0,False,18504,1200807,5.40424,
2020-04-09,AC,Rio Branco,city,48,2,False,407319,1200401,11.78438,0.0417
2020-04-09,AC,,state,62,2,False,881935,12,7.03,0.0323
2020-04-09,AL,Importados/Indefinidos,city,6,0,False,,,,
2020-04-09,AL,Maceió,city,27,3,False,1018948,2704302,2.64979,0.1111
2020-04-09,AL,Marechal Deodoro,city,2,0,False,51901,2704708,3.85349,
2020-04-09,AL,Palmeira dos Índios,city,1,0,False,73218,2706307,1.36578,
2020-04-09,AL,Porto Real do Colégio,city,1,0,False,20066,2707503,4.98355,
2020-04-09,AL,,state,37,3,False,3337357,27,1.10866,0.0811
2020-04-09,AM,Anori,city,1,0,False,21010,1300102,4.75964,
2020-04-09,AM,Boca do Acre,city,1,0,False,34308,1300706,2.91477,
2020-04-09,AM,Careiro da Várzea,city,2,0,False,30225,1301159,6.61704,
2020-04-09,AM,Iranduba,city,11,0,False,48296,1301852,22.77621,
2020-04-09,AM,Itacoatiara,city,11,0,False,101337,1301902,10.85487,
2020-04-09,AM,Jutaí,city,0,0,False,14317,1302306,,
2020-04-09,AM,Manacapuru,city,48,3,False,97377,1302504,49.29295,0.0625
2020-04-09,AM,Manaus,city,800,33,False,2182763,1302603,36.6508,0.0413
2020-04-09,AM,Manicoré,city,1,1,False,55751,1302702,1.79369,1.0
2020-04-09,AM,Novo Airão,city,1,1,False,19454,1303205,5.14033,1.0
2020-04-09,AM,Parintins,city,6,2,False,114273,1303403,5.25058,0.3333
2020-04-09,AM,Presidente Figueiredo,city,2,0,False,36279,1303536,5.51283,
2020-04-09,AM,Santo Antônio do Içá,city,7,0,False,21602,1303700,32.40441,
2020-04-09,AM,São Gabriel da Cachoeira,city,0,0,False,45564,1303809,,
2020-04-09,AM,São Paulo de Olivença,city,4,0,False,39299,1303908,10.17838,
2020-04-09,AM,Tabatinga,city,1,0,False,65844,1304062,1.51874,
2020-04-09,AM,Tonantins,city,3,0,False,18755,1304237,15.99573,
2020-04-09,AM,,state,899,40,False,4144597,13,21.69089,0.0445
2020-04-09,AP,Macapá,city,97,1,False,503327,1600303,19.27177,0.0103
2020-04-09,AP,Oiapoque,city,1,0,False,27270,1600501,3.66703,
2020-04-09,AP,Santana,city,12,1,False,121364,1600600,9.88761,0.0833
2020-04-09,AP,,state,110,2,False,845731,16,13.0065,0.0182
2020-04-09,BA,Adustina,city,1,1,False,17040,2900355,5.86854,1.0
2020-04-09,BA,Alagoinhas,city,5,0,False,151596,2900702,3.29824,
2020-04-09,BA,Araci,city,1,1,False,54379,2902104,1.83895,1.0
2020-04-09,BA,Aurelino Leal,city,1,0,False,11531,2902401,8.67227,
2020-04-09,BA,Barra,city,2,0,False,53578,2902708,3.73288,
2020-04-09,BA,Barra do Choça,city,1,0,False,31603,2902906,3.16426,
2020-04-09,BA,Barra do Rocha,city,3,0,False,5714,2903102,52.50263,
2020-04-09,BA,Barreiras,city,1,0,False,155439,2903201,0.64334,
2020-04-09,BA,Belmonte,city,2,0,False,23328,2903409,8.57339,
2020-04-09,BA,Brumado,city,7,0,False,67195,2904605,10.41744,
2020-04-09,BA,Cachoeira,city,1,0,False,33470,2904902,2.98775,
2020-04-09,BA,Camaçari,city,9,0,False,299132,2905701,3.00871,
2020-04-09,BA,Campo Formoso,city,1,0,False,71206,2906006,1.40438,
2020-04-09,BA,Canarana,city,1,0,False,26176,2906204,3.82029,
2020-04-09,BA,Candeias,city,1,0,False,87076,2906501,1.14842,
2020-04-09,BA,Catu,city,2,0,False,54704,2907509,3.65604,
2020-04-09,BA,Coaraci,city,2,0,False,16993,2908002,11.76955,
2020-04-09,BA,Conceição do Coité,city,2,0,False,66612,2908408,3.00246,
2020-04-09,BA,Conceição do Jacuípe,city,1,0,False,33153,2908507,3.01632,
2020-04-09,BA,Conde,city,1,0,False,25837,2908606,3.87042,
2020-04-09,BA,Dias d'Ávila,city,1,0,False,81089,2910057,1.23321,
2020-04-09,BA,Euclides da Cunha,city,1,0,False,60585,2910701,1.65057,
2020-04-09,BA,Feira de Santana,city,44,0,False,614872,2910800,7.15596,
2020-04-09,BA,Gandu,city,1,0,False,32403,2911204,3.08613,
2020-04-09,BA,Gongogi,city,1,0,False,7128,2911501,14.02918,
2020-04-09,BA,Ibirataia,city,3,0,False,15312,2912905,19.59248,
2020-04-09,BA,Ibotirama,city,1,0,False,26927,2913200,3.71374,
2020-04-09,BA,Ilhéus,city,25,1,False,162327,2913606,15.40101,0.04
2020-04-09,BA,Importados/Indefinidos,city,0,0,False,,,,
2020-04-09,BA,Ipiaú,city,12,0,False,45873,2913903,26.15918,
2020-04-09,BA,Itabuna,city,18,0,False,213223,2914802,8.44187,
2020-04-09,BA,Itagi,city,1,0,False,12351,2915106,8.09651,
2020-04-09,BA,Itagibá,city,3,1,False,14579,2915205,20.57754,0.3333
2020-04-09,BA,Itajuípe,city,4,0,False,20491,2915502,19.52077,
2020-04-09,BA,Itamaraju,city,1,0,False,64486,2915601,1.55072,
2020-04-09,BA,Itapebi,city,1,0,False,10259,2916302,9.74754,
2020-04-09,BA,Itapetinga,city,3,1,False,76147,2916401,3.93975,0.3333
2020-04-09,BA,Itarantim,city,1,0,False,19747,2916807,5.06406,
2020-04-09,BA,Itatim,city,1,0,False,14487,2916856,6.90274,
2020-04-09,BA,Itororó,city,4,0,False,20382,2917102,19.62516,
2020-04-09,BA,Ituberá,city,1,0,False,28602,2917300,3.49626,
2020-04-09,BA,Jequié,city,1,0,False,155966,2918001,0.64117,
2020-04-09,BA,Juazeiro,city,3,0,False,216707,2918407,1.38436,
2020-04-09,BA,Lauro de Freitas,city,19,1,False,198440,2919207,9.57468,0.0526
2020-04-09,BA,Medeiros Neto,city,1,0,False,22688,2921104,4.40762,
2020-04-09,BA,Nova Soure,city,1,0,False,26947,2922904,3.71099,
2020-04-09,BA,Ouriçangas,city,0,0,False,8564,2923308,,
2020-04-09,BA,Palmeiras,city,1,0,False,9019,2923506,11.0877,
2020-04-09,BA,Piripá,city,1,0,False,10707,2924702,9.33968,
2020-04-09,BA,Pojuca,city,1,0,False,39519,2925204,2.53043,
2020-04-09,BA,Porto Seguro,city,10,0,False,148686,2925303,6.72558,
2020-04-09,BA,Prado,city,4,0,False,28174,2925501,14.19749,
2020-04-09,BA,Salvador,city,314,11,False,2872347,2927408,10.93183,0.035
2020-04-09,BA,Santa Cruz Cabrália,city,4,0,False,27778,2927705,14.39988,
2020-04-09,BA,Santa Luzia,city,1,0,False,12597,2928059,7.9384,
2020-04-09,BA,Santa Maria da Vitória,city,1,0,False,39845,2928109,2.50973,
2020-04-09,BA,São Domingos,city,1,0,False,9058,2928950,11.03996,
2020-04-09,BA,São Francisco do Conde,city,1,0,False,39802,2929206,2.51244,
2020-04-09,BA,Serrinha,city,2,0,False,80861,2930501,2.47338,
2020-04-09,BA,Simões Filho,city,1,0,False,134377,2930709,0.74417,
